year,month,week,country,product,store,num_sold
2016,1,1,Sweden,Kaggle Hat,KaggleRama,6705
2016,1,1,Sweden,Kaggle Mug,KaggleMart,2357
2016,1,1,Sweden,Kaggle Mug,KaggleRama,4260
2016,1,1,Sweden,Kaggle Sticker,KaggleMart,1094
2016,1,1,Sweden,Kaggle Sticker,KaggleRama,1932
2016,1,2,Finland,Kaggle Hat,KaggleMart,2723
2016,1,2,Finland,Kaggle Hat,KaggleRama,4694
2016,1,2,Finland,Kaggle Mug,KaggleMart,1703
2016,1,2,Finland,Kaggle Mug,KaggleRama,2930
2016,1,2,Finland,Kaggle Sticker,KaggleMart,772
2016,1,2,Finland,Kaggle Sticker,KaggleRama,1267
2016,1,2,Norway,Kaggle Hat,KaggleMart,3880
2016,1,2,Norway,Kaggle Hat,KaggleRama,6788
2016,1,2,Norway,Kaggle Mug,KaggleMart,2531
2016,1,2,Norway,Kaggle Mug,KaggleRama,4373
2016,1,2,Norway,Kaggle Sticker,KaggleMart,1096
2016,1,2,Norway,Kaggle Sticker,KaggleRama,1860
2016,1,2,Sweden,Kaggle Hat,KaggleMart,3327
2016,1,2,Sweden,Kaggle Hat,KaggleRama,5638
2016,1,2,Sweden,Kaggle Mug,KaggleMart,2018
2016,1,2,Sweden,Kaggle Mug,KaggleRama,3529
2016,1,2,Sweden,Kaggle Sticker,KaggleMart,878
2016,1,2,Sweden,Kaggle Sticker,KaggleRama,1603
2016,1,3,Finland,Kaggle Hat,KaggleMart,2535
2016,1,3,Finland,Kaggle Hat,KaggleRama,4287
2016,1,3,Finland,Kaggle Mug,KaggleMart,1488
2016,1,3,Finland,Kaggle Mug,KaggleRama,2605
2016,1,3,Finland,Kaggle Sticker,KaggleMart,674
2016,1,3,Finland,Kaggle Sticker,KaggleRama,1154
2016,1,3,Norway,Kaggle Hat,KaggleMart,3992
2016,1,3,Norway,Kaggle Hat,KaggleRama,6908
2016,1,3,Norway,Kaggle Mug,KaggleMart,2346
2016,1,3,Norway,Kaggle Mug,KaggleRama,4170
2016,1,3,Norway,Kaggle Sticker,KaggleMart,1060
2016,1,3,Norway,Kaggle Sticker,KaggleRama,1780
2016,1,3,Sweden,Kaggle Hat,KaggleMart,2955
2016,1,3,Sweden,Kaggle Hat,KaggleRama,4985
2016,1,3,Sweden,Kaggle Mug,KaggleMart,1743
2016,1,3,Sweden,Kaggle Mug,KaggleRama,3111
2016,1,3,Sweden,Kaggle Sticker,KaggleMart,780
2016,1,3,Sweden,Kaggle Sticker,KaggleRama,1353
2016,1,4,Finland,Kaggle Hat,KaggleMart,2549
2016,1,4,Finland,Kaggle Hat,KaggleRama,4418
2016,1,4,Finland,Kaggle Mug,KaggleMart,1516
2016,1,4,Finland,Kaggle Mug,KaggleRama,2564
2016,1,4,Finland,Kaggle Sticker,KaggleMart,642
2016,1,4,Finland,Kaggle Sticker,KaggleRama,1117
2016,1,4,Norway,Kaggle Hat,KaggleMart,4067
2016,1,4,Norway,Kaggle Hat,KaggleRama,7044
2016,1,4,Norway,Kaggle Mug,KaggleMart,2405
2016,1,4,Norway,Kaggle Mug,KaggleRama,4264
2016,1,4,Norway,Kaggle Sticker,KaggleMart,1090
2016,1,4,Norway,Kaggle Sticker,KaggleRama,1843
2016,1,4,Sweden,Kaggle Hat,KaggleMart,2946
2016,1,4,Sweden,Kaggle Hat,KaggleRama,5334
2016,1,4,Sweden,Kaggle Mug,KaggleMart,1703
2016,1,4,Sweden,Kaggle Mug,KaggleRama,3131
2016,1,4,Sweden,Kaggle Sticker,KaggleMart,794
2016,1,4,Sweden,Kaggle Sticker,KaggleRama,1373
2016,1,5,Finland,Kaggle Hat,KaggleMart,1243
2016,1,5,Finland,Kaggle Hat,KaggleRama,2104
2016,1,5,Finland,Kaggle Mug,KaggleMart,679
2016,1,5,Finland,Kaggle Mug,KaggleRama,1224
2016,1,5,Finland,Kaggle Sticker,KaggleMart,306
2016,1,5,Finland,Kaggle Sticker,KaggleRama,571
2016,1,5,Norway,Kaggle Hat,KaggleMart,1965
2016,1,5,Norway,Kaggle Hat,KaggleRama,3542
2016,1,5,Norway,Kaggle Mug,KaggleMart,1077
2016,1,5,Norway,Kaggle Mug,KaggleRama,1924
2016,1,5,Norway,Kaggle Sticker,KaggleMart,512
2016,1,5,Norway,Kaggle Sticker,KaggleRama,897
2016,1,5,Sweden,Kaggle Hat,KaggleMart,1470
2016,1,5,Sweden,Kaggle Hat,KaggleRama,2474
2016,1,5,Sweden,Kaggle Mug,KaggleMart,806
2016,1,5,Sweden,Kaggle Mug,KaggleRama,1463
2016,1,5,Sweden,Kaggle Sticker,KaggleMart,387
2016,1,5,Sweden,Kaggle Sticker,KaggleRama,636
2016,2,1,Finland,Kaggle Hat,KaggleMart,2506
2016,2,1,Finland,Kaggle Hat,KaggleRama,4452
2016,2,1,Finland,Kaggle Mug,KaggleMart,1409
2016,2,1,Finland,Kaggle Mug,KaggleRama,2591
2016,2,1,Finland,Kaggle Sticker,KaggleMart,638
2016,2,1,Finland,Kaggle Sticker,KaggleRama,1110
2016,2,1,Norway,Kaggle Hat,KaggleMart,4055
2016,2,1,Norway,Kaggle Hat,KaggleRama,6983
2016,2,1,Norway,Kaggle Mug,KaggleMart,2387
2016,2,1,Norway,Kaggle Mug,KaggleRama,4198
2016,2,1,Norway,Kaggle Sticker,KaggleMart,1066
2016,2,1,Norway,Kaggle Sticker,KaggleRama,1729
2016,2,1,Sweden,Kaggle Hat,KaggleMart,3009
2016,2,1,Sweden,Kaggle Hat,KaggleRama,5236
2016,2,1,Sweden,Kaggle Mug,KaggleMart,1732
2016,2,1,Sweden,Kaggle Mug,KaggleRama,3013
2016,2,1,Sweden,Kaggle Sticker,KaggleMart,745
2016,2,1,Sweden,Kaggle Sticker,KaggleRama,1328
2016,2,2,Finland,Kaggle Hat,KaggleMart,2544
2016,2,2,Finland,Kaggle Hat,KaggleRama,4345
2016,2,2,Finland,Kaggle Mug,KaggleMart,1416
2016,2,2,Finland,Kaggle Mug,KaggleRama,2450
2016,2,2,Finland,Kaggle Sticker,KaggleMart,642
2016,2,2,Finland,Kaggle Sticker,KaggleRama,1113
2016,2,2,Norway,Kaggle Hat,KaggleMart,4327
2016,2,2,Norway,Kaggle Hat,KaggleRama,7249
2016,2,2,Norway,Kaggle Mug,KaggleMart,2285
2016,2,2,Norway,Kaggle Mug,KaggleRama,3827
2016,2,2,Norway,Kaggle Sticker,KaggleMart,1019
2016,2,2,Norway,Kaggle Sticker,KaggleRama,1856
2016,2,2,Sweden,Kaggle Hat,KaggleMart,3084
2016,2,2,Sweden,Kaggle Hat,KaggleRama,5345
2016,2,2,Sweden,Kaggle Mug,KaggleMart,1684
2016,2,2,Sweden,Kaggle Mug,KaggleRama,2867
2016,2,2,Sweden,Kaggle Sticker,KaggleMart,764
2016,2,2,Sweden,Kaggle Sticker,KaggleRama,1374
2016,2,3,Finland,Kaggle Hat,KaggleMart,2634
2016,2,3,Finland,Kaggle Hat,KaggleRama,4471
2016,2,3,Finland,Kaggle Mug,KaggleMart,1391
2016,2,3,Finland,Kaggle Mug,KaggleRama,2521
2016,2,3,Finland,Kaggle Sticker,KaggleMart,629
2016,2,3,Finland,Kaggle Sticker,KaggleRama,1120
2016,2,3,Norway,Kaggle Hat,KaggleMart,4219
2016,2,3,Norway,Kaggle Hat,KaggleRama,7493
2016,2,3,Norway,Kaggle Mug,KaggleMart,2227
2016,2,3,Norway,Kaggle Mug,KaggleRama,3884
2016,2,3,Norway,Kaggle Sticker,KaggleMart,1045
2016,2,3,Norway,Kaggle Sticker,KaggleRama,1778
2016,2,3,Sweden,Kaggle Hat,KaggleMart,3132
2016,2,3,Sweden,Kaggle Hat,KaggleRama,5483
2016,2,3,Sweden,Kaggle Mug,KaggleMart,1663
2016,2,3,Sweden,Kaggle Mug,KaggleRama,2964
2016,2,3,Sweden,Kaggle Sticker,KaggleMart,766
2016,2,3,Sweden,Kaggle Sticker,KaggleRama,1339
2016,2,4,Finland,Kaggle Hat,KaggleMart,2667
2016,2,4,Finland,Kaggle Hat,KaggleRama,4583
2016,2,4,Finland,Kaggle Mug,KaggleMart,1376
2016,2,4,Finland,Kaggle Mug,KaggleRama,2387
2016,2,4,Finland,Kaggle Sticker,KaggleMart,662
2016,2,4,Finland,Kaggle Sticker,KaggleRama,1122
2016,2,4,Norway,Kaggle Hat,KaggleMart,4383
2016,2,4,Norway,Kaggle Hat,KaggleRama,7519
2016,2,4,Norway,Kaggle Mug,KaggleMart,2319
2016,2,4,Norway,Kaggle Mug,KaggleRama,4045
2016,2,4,Norway,Kaggle Sticker,KaggleMart,1036
2016,2,4,Norway,Kaggle Sticker,KaggleRama,1876
2016,2,4,Sweden,Kaggle Hat,KaggleMart,3151
2016,2,4,Sweden,Kaggle Hat,KaggleRama,5575
2016,2,4,Sweden,Kaggle Mug,KaggleMart,1673
2016,2,4,Sweden,Kaggle Mug,KaggleRama,2782
2016,2,4,Sweden,Kaggle Sticker,KaggleMart,757
2016,2,4,Sweden,Kaggle Sticker,KaggleRama,1354
2016,2,5,Finland,Kaggle Hat,KaggleMart,345
2016,2,5,Finland,Kaggle Hat,KaggleRama,650
2016,2,5,Finland,Kaggle Mug,KaggleMart,178
2016,2,5,Finland,Kaggle Mug,KaggleRama,297
2016,2,5,Finland,Kaggle Sticker,KaggleMart,85
2016,2,5,Finland,Kaggle Sticker,KaggleRama,152
2016,2,5,Norway,Kaggle Hat,KaggleMart,554
2016,2,5,Norway,Kaggle Hat,KaggleRama,981
2016,2,5,Norway,Kaggle Mug,KaggleMart,315
2016,2,5,Norway,Kaggle Mug,KaggleRama,524
2016,2,5,Norway,Kaggle Sticker,KaggleMart,130
2016,2,5,Norway,Kaggle Sticker,KaggleRama,232
2016,2,5,Sweden,Kaggle Hat,KaggleMart,426
2016,2,5,Sweden,Kaggle Hat,KaggleRama,773
2016,2,5,Sweden,Kaggle Mug,KaggleMart,211
2016,2,5,Sweden,Kaggle Mug,KaggleRama,349
2016,2,5,Sweden,Kaggle Sticker,KaggleMart,90
2016,2,5,Sweden,Kaggle Sticker,KaggleRama,192
2016,3,1,Finland,Kaggle Hat,KaggleMart,2763
2016,3,1,Finland,Kaggle Hat,KaggleRama,4604
2016,3,1,Finland,Kaggle Mug,KaggleMart,1365
2016,3,1,Finland,Kaggle Mug,KaggleRama,2386
2016,3,1,Finland,Kaggle Sticker,KaggleMart,647
2016,3,1,Finland,Kaggle Sticker,KaggleRama,1154
2016,3,1,Norway,Kaggle Hat,KaggleMart,4283
2016,3,1,Norway,Kaggle Hat,KaggleRama,7369
2016,3,1,Norway,Kaggle Mug,KaggleMart,2252
2016,3,1,Norway,Kaggle Mug,KaggleRama,3877
2016,3,1,Norway,Kaggle Sticker,KaggleMart,1036
2016,3,1,Norway,Kaggle Sticker,KaggleRama,1801
2016,3,1,Sweden,Kaggle Hat,KaggleMart,3238
2016,3,1,Sweden,Kaggle Hat,KaggleRama,5701
2016,3,1,Sweden,Kaggle Mug,KaggleMart,1627
2016,3,1,Sweden,Kaggle Mug,KaggleRama,2706
2016,3,1,Sweden,Kaggle Sticker,KaggleMart,754
2016,3,1,Sweden,Kaggle Sticker,KaggleRama,1334
2016,3,2,Finland,Kaggle Hat,KaggleMart,2711
2016,3,2,Finland,Kaggle Hat,KaggleRama,4701
2016,3,2,Finland,Kaggle Mug,KaggleMart,1302
2016,3,2,Finland,Kaggle Mug,KaggleRama,2314
2016,3,2,Finland,Kaggle Sticker,KaggleMart,614
2016,3,2,Finland,Kaggle Sticker,KaggleRama,1129
2016,3,2,Norway,Kaggle Hat,KaggleMart,4427
2016,3,2,Norway,Kaggle Hat,KaggleRama,7678
2016,3,2,Norway,Kaggle Mug,KaggleMart,2122
2016,3,2,Norway,Kaggle Mug,KaggleRama,3803
2016,3,2,Norway,Kaggle Sticker,KaggleMart,1032
2016,3,2,Norway,Kaggle Sticker,KaggleRama,1776
2016,3,2,Sweden,Kaggle Hat,KaggleMart,3153
2016,3,2,Sweden,Kaggle Hat,KaggleRama,5567
2016,3,2,Sweden,Kaggle Mug,KaggleMart,1553
2016,3,2,Sweden,Kaggle Mug,KaggleRama,2821
2016,3,2,Sweden,Kaggle Sticker,KaggleMart,740
2016,3,2,Sweden,Kaggle Sticker,KaggleRama,1331
2016,3,3,Finland,Kaggle Hat,KaggleMart,2727
2016,3,3,Finland,Kaggle Hat,KaggleRama,4882
2016,3,3,Finland,Kaggle Mug,KaggleMart,1289
2016,3,3,Finland,Kaggle Mug,KaggleRama,2265
2016,3,3,Finland,Kaggle Sticker,KaggleMart,654
2016,3,3,Finland,Kaggle Sticker,KaggleRama,1131
2016,3,3,Norway,Kaggle Hat,KaggleMart,4337
2016,3,3,Norway,Kaggle Hat,KaggleRama,7902
2016,3,3,Norway,Kaggle Mug,KaggleMart,2090
2016,3,3,Norway,Kaggle Mug,KaggleRama,3715
2016,3,3,Norway,Kaggle Sticker,KaggleMart,1016
2016,3,3,Norway,Kaggle Sticker,KaggleRama,1851
2016,3,3,Sweden,Kaggle Hat,KaggleMart,3301
2016,3,3,Sweden,Kaggle Hat,KaggleRama,5660
2016,3,3,Sweden,Kaggle Mug,KaggleMart,1567
2016,3,3,Sweden,Kaggle Mug,KaggleRama,2736
2016,3,3,Sweden,Kaggle Sticker,KaggleMart,741
2016,3,3,Sweden,Kaggle Sticker,KaggleRama,1312
2016,3,4,Finland,Kaggle Hat,KaggleMart,2859
2016,3,4,Finland,Kaggle Hat,KaggleRama,4919
2016,3,4,Finland,Kaggle Mug,KaggleMart,1375
2016,3,4,Finland,Kaggle Mug,KaggleRama,2271
2016,3,4,Finland,Kaggle Sticker,KaggleMart,674
2016,3,4,Finland,Kaggle Sticker,KaggleRama,1135
2016,3,4,Norway,Kaggle Hat,KaggleMart,4907
2016,3,4,Norway,Kaggle Hat,KaggleRama,8584
2016,3,4,Norway,Kaggle Mug,KaggleMart,2305
2016,3,4,Norway,Kaggle Mug,KaggleRama,4105
2016,3,4,Norway,Kaggle Sticker,KaggleMart,1158
2016,3,4,Norway,Kaggle Sticker,KaggleRama,2036
2016,3,4,Sweden,Kaggle Hat,KaggleMart,3431
2016,3,4,Sweden,Kaggle Hat,KaggleRama,5886
2016,3,4,Sweden,Kaggle Mug,KaggleMart,1555
2016,3,4,Sweden,Kaggle Mug,KaggleRama,2801
2016,3,4,Sweden,Kaggle Sticker,KaggleMart,801
2016,3,4,Sweden,Kaggle Sticker,KaggleRama,1388
2016,3,5,Finland,Kaggle Hat,KaggleMart,1466
2016,3,5,Finland,Kaggle Hat,KaggleRama,2531
2016,3,5,Finland,Kaggle Mug,KaggleMart,669
2016,3,5,Finland,Kaggle Mug,KaggleRama,1229
2016,3,5,Finland,Kaggle Sticker,KaggleMart,350
2016,3,5,Finland,Kaggle Sticker,KaggleRama,614
2016,3,5,Norway,Kaggle Hat,KaggleMart,2459
2016,3,5,Norway,Kaggle Hat,KaggleRama,4407
2016,3,5,Norway,Kaggle Mug,KaggleMart,1222
2016,3,5,Norway,Kaggle Mug,KaggleRama,2048
2016,3,5,Norway,Kaggle Sticker,KaggleMart,611
2016,3,5,Norway,Kaggle Sticker,KaggleRama,1027
2016,3,5,Sweden,Kaggle Hat,KaggleMart,1645
2016,3,5,Sweden,Kaggle Hat,KaggleRama,2963
2016,3,5,Sweden,Kaggle Mug,KaggleMart,856
2016,3,5,Sweden,Kaggle Mug,KaggleRama,1385
2016,3,5,Sweden,Kaggle Sticker,KaggleMart,416
2016,3,5,Sweden,Kaggle Sticker,KaggleRama,714
2016,4,1,Finland,Kaggle Hat,KaggleMart,3238
2016,4,1,Finland,Kaggle Hat,KaggleRama,5946
2016,4,1,Finland,Kaggle Mug,KaggleMart,1529
2016,4,1,Finland,Kaggle Mug,KaggleRama,2602
2016,4,1,Finland,Kaggle Sticker,KaggleMart,734
2016,4,1,Finland,Kaggle Sticker,KaggleRama,1329
2016,4,1,Norway,Kaggle Hat,KaggleMart,5334
2016,4,1,Norway,Kaggle Hat,KaggleRama,9085
2016,4,1,Norway,Kaggle Mug,KaggleMart,2305
2016,4,1,Norway,Kaggle Mug,KaggleRama,4286
2016,4,1,Norway,Kaggle Sticker,KaggleMart,1254
2016,4,1,Norway,Kaggle Sticker,KaggleRama,2193
2016,4,1,Sweden,Kaggle Hat,KaggleMart,3889
2016,4,1,Sweden,Kaggle Hat,KaggleRama,6687
2016,4,1,Sweden,Kaggle Mug,KaggleMart,1690
2016,4,1,Sweden,Kaggle Mug,KaggleRama,3002
2016,4,1,Sweden,Kaggle Sticker,KaggleMart,890
2016,4,1,Sweden,Kaggle Sticker,KaggleRama,1622
2016,4,2,Finland,Kaggle Hat,KaggleMart,2823
2016,4,2,Finland,Kaggle Hat,KaggleRama,4790
2016,4,2,Finland,Kaggle Mug,KaggleMart,1248
2016,4,2,Finland,Kaggle Mug,KaggleRama,2145
2016,4,2,Finland,Kaggle Sticker,KaggleMart,665
2016,4,2,Finland,Kaggle Sticker,KaggleRama,1110
2016,4,2,Norway,Kaggle Hat,KaggleMart,4436
2016,4,2,Norway,Kaggle Hat,KaggleRama,7700
2016,4,2,Norway,Kaggle Mug,KaggleMart,1933
2016,4,2,Norway,Kaggle Mug,KaggleRama,3569
2016,4,2,Norway,Kaggle Sticker,KaggleMart,1052
2016,4,2,Norway,Kaggle Sticker,KaggleRama,1851
2016,4,2,Sweden,Kaggle Hat,KaggleMart,3270
2016,4,2,Sweden,Kaggle Hat,KaggleRama,5712
2016,4,2,Sweden,Kaggle Mug,KaggleMart,1493
2016,4,2,Sweden,Kaggle Mug,KaggleRama,2615
2016,4,2,Sweden,Kaggle Sticker,KaggleMart,789
2016,4,2,Sweden,Kaggle Sticker,KaggleRama,1378
2016,4,3,Finland,Kaggle Hat,KaggleMart,2766
2016,4,3,Finland,Kaggle Hat,KaggleRama,4851
2016,4,3,Finland,Kaggle Mug,KaggleMart,1186
2016,4,3,Finland,Kaggle Mug,KaggleRama,2153
2016,4,3,Finland,Kaggle Sticker,KaggleMart,668
2016,4,3,Finland,Kaggle Sticker,KaggleRama,1104
2016,4,3,Norway,Kaggle Hat,KaggleMart,4373
2016,4,3,Norway,Kaggle Hat,KaggleRama,7983
2016,4,3,Norway,Kaggle Mug,KaggleMart,1983
2016,4,3,Norway,Kaggle Mug,KaggleRama,3475
2016,4,3,Norway,Kaggle Sticker,KaggleMart,1014
2016,4,3,Norway,Kaggle Sticker,KaggleRama,1819
2016,4,3,Sweden,Kaggle Hat,KaggleMart,3247
2016,4,3,Sweden,Kaggle Hat,KaggleRama,5642
2016,4,3,Sweden,Kaggle Mug,KaggleMart,1451
2016,4,3,Sweden,Kaggle Mug,KaggleRama,2514
2016,4,3,Sweden,Kaggle Sticker,KaggleMart,784
2016,4,3,Sweden,Kaggle Sticker,KaggleRama,1296
2016,4,4,Finland,Kaggle Hat,KaggleMart,2778
2016,4,4,Finland,Kaggle Hat,KaggleRama,4745
2016,4,4,Finland,Kaggle Mug,KaggleMart,1199
2016,4,4,Finland,Kaggle Mug,KaggleRama,2117
2016,4,4,Finland,Kaggle Sticker,KaggleMart,654
2016,4,4,Finland,Kaggle Sticker,KaggleRama,1159
2016,4,4,Norway,Kaggle Hat,KaggleMart,4342
2016,4,4,Norway,Kaggle Hat,KaggleRama,7703
2016,4,4,Norway,Kaggle Mug,KaggleMart,1875
2016,4,4,Norway,Kaggle Mug,KaggleRama,3452
2016,4,4,Norway,Kaggle Sticker,KaggleMart,1031
2016,4,4,Norway,Kaggle Sticker,KaggleRama,1851
2016,4,4,Sweden,Kaggle Hat,KaggleMart,3268
2016,4,4,Sweden,Kaggle Hat,KaggleRama,5908
2016,4,4,Sweden,Kaggle Mug,KaggleMart,1468
2016,4,4,Sweden,Kaggle Mug,KaggleRama,2436
2016,4,4,Sweden,Kaggle Sticker,KaggleMart,767
2016,4,4,Sweden,Kaggle Sticker,KaggleRama,1330
2016,4,5,Finland,Kaggle Hat,KaggleMart,842
2016,4,5,Finland,Kaggle Hat,KaggleRama,1428
2016,4,5,Finland,Kaggle Mug,KaggleMart,355
2016,4,5,Finland,Kaggle Mug,KaggleRama,648
2016,4,5,Finland,Kaggle Sticker,KaggleMart,194
2016,4,5,Finland,Kaggle Sticker,KaggleRama,361
2016,4,5,Norway,Kaggle Hat,KaggleMart,1310
2016,4,5,Norway,Kaggle Hat,KaggleRama,2269
2016,4,5,Norway,Kaggle Mug,KaggleMart,642
2016,4,5,Norway,Kaggle Mug,KaggleRama,971
2016,4,5,Norway,Kaggle Sticker,KaggleMart,322
2016,4,5,Norway,Kaggle Sticker,KaggleRama,543
2016,4,5,Sweden,Kaggle Hat,KaggleMart,1020
2016,4,5,Sweden,Kaggle Hat,KaggleRama,1747
2016,4,5,Sweden,Kaggle Mug,KaggleMart,415
2016,4,5,Sweden,Kaggle Mug,KaggleRama,698
2016,4,5,Sweden,Kaggle Sticker,KaggleMart,241
2016,4,5,Sweden,Kaggle Sticker,KaggleRama,407
2016,5,1,Finland,Kaggle Hat,KaggleMart,3084
2016,5,1,Finland,Kaggle Hat,KaggleRama,5192
2016,5,1,Finland,Kaggle Mug,KaggleMart,1300
2016,5,1,Finland,Kaggle Mug,KaggleRama,2305
2016,5,1,Finland,Kaggle Sticker,KaggleMart,698
2016,5,1,Finland,Kaggle Sticker,KaggleRama,1259
2016,5,1,Norway,Kaggle Hat,KaggleMart,4645
2016,5,1,Norway,Kaggle Hat,KaggleRama,8331
2016,5,1,Norway,Kaggle Mug,KaggleMart,2085
2016,5,1,Norway,Kaggle Mug,KaggleRama,3728
2016,5,1,Norway,Kaggle Sticker,KaggleMart,1161
2016,5,1,Norway,Kaggle Sticker,KaggleRama,2046
2016,5,1,Sweden,Kaggle Hat,KaggleMart,3485
2016,5,1,Sweden,Kaggle Hat,KaggleRama,6237
2016,5,1,Sweden,Kaggle Mug,KaggleMart,1533
2016,5,1,Sweden,Kaggle Mug,KaggleRama,2676
2016,5,1,Sweden,Kaggle Sticker,KaggleMart,828
2016,5,1,Sweden,Kaggle Sticker,KaggleRama,1440
2016,5,2,Finland,Kaggle Hat,KaggleMart,2917
2016,5,2,Finland,Kaggle Hat,KaggleRama,5217
2016,5,2,Finland,Kaggle Mug,KaggleMart,1285
2016,5,2,Finland,Kaggle Mug,KaggleRama,2192
2016,5,2,Finland,Kaggle Sticker,KaggleMart,711
2016,5,2,Finland,Kaggle Sticker,KaggleRama,1256
2016,5,2,Norway,Kaggle Hat,KaggleMart,4808
2016,5,2,Norway,Kaggle Hat,KaggleRama,8301
2016,5,2,Norway,Kaggle Mug,KaggleMart,2069
2016,5,2,Norway,Kaggle Mug,KaggleRama,3611
2016,5,2,Norway,Kaggle Sticker,KaggleMart,1144
2016,5,2,Norway,Kaggle Sticker,KaggleRama,1964
2016,5,2,Sweden,Kaggle Hat,KaggleMart,3595
2016,5,2,Sweden,Kaggle Hat,KaggleRama,5870
2016,5,2,Sweden,Kaggle Mug,KaggleMart,1518
2016,5,2,Sweden,Kaggle Mug,KaggleRama,2592
2016,5,2,Sweden,Kaggle Sticker,KaggleMart,825
2016,5,2,Sweden,Kaggle Sticker,KaggleRama,1468
2016,5,3,Finland,Kaggle Hat,KaggleMart,2846
2016,5,3,Finland,Kaggle Hat,KaggleRama,4937
2016,5,3,Finland,Kaggle Mug,KaggleMart,1197
2016,5,3,Finland,Kaggle Mug,KaggleRama,2101
2016,5,3,Finland,Kaggle Sticker,KaggleMart,706
2016,5,3,Finland,Kaggle Sticker,KaggleRama,1213
2016,5,3,Norway,Kaggle Hat,KaggleMart,5184
2016,5,3,Norway,Kaggle Hat,KaggleRama,9052
2016,5,3,Norway,Kaggle Mug,KaggleMart,2227
2016,5,3,Norway,Kaggle Mug,KaggleRama,3946
2016,5,3,Norway,Kaggle Sticker,KaggleMart,1248
2016,5,3,Norway,Kaggle Sticker,KaggleRama,2192
2016,5,3,Sweden,Kaggle Hat,KaggleMart,3516
2016,5,3,Sweden,Kaggle Hat,KaggleRama,5860
2016,5,3,Sweden,Kaggle Mug,KaggleMart,1436
2016,5,3,Sweden,Kaggle Mug,KaggleRama,2659
2016,5,3,Sweden,Kaggle Sticker,KaggleMart,820
2016,5,3,Sweden,Kaggle Sticker,KaggleRama,1392
2016,5,4,Finland,Kaggle Hat,KaggleMart,2584
2016,5,4,Finland,Kaggle Hat,KaggleRama,4562
2016,5,4,Finland,Kaggle Mug,KaggleMart,1159
2016,5,4,Finland,Kaggle Mug,KaggleRama,1997
2016,5,4,Finland,Kaggle Sticker,KaggleMart,651
2016,5,4,Finland,Kaggle Sticker,KaggleRama,1134
2016,5,4,Norway,Kaggle Hat,KaggleMart,4571
2016,5,4,Norway,Kaggle Hat,KaggleRama,7855
2016,5,4,Norway,Kaggle Mug,KaggleMart,1968
2016,5,4,Norway,Kaggle Mug,KaggleRama,3566
2016,5,4,Norway,Kaggle Sticker,KaggleMart,1140
2016,5,4,Norway,Kaggle Sticker,KaggleRama,1997
2016,5,4,Sweden,Kaggle Hat,KaggleMart,2948
2016,5,4,Sweden,Kaggle Hat,KaggleRama,5385
2016,5,4,Sweden,Kaggle Mug,KaggleMart,1311
2016,5,4,Sweden,Kaggle Mug,KaggleRama,2372
2016,5,4,Sweden,Kaggle Sticker,KaggleMart,754
2016,5,4,Sweden,Kaggle Sticker,KaggleRama,1370
2016,5,5,Finland,Kaggle Hat,KaggleMart,1061
2016,5,5,Finland,Kaggle Hat,KaggleRama,1888
2016,5,5,Finland,Kaggle Mug,KaggleMart,479
2016,5,5,Finland,Kaggle Mug,KaggleRama,835
2016,5,5,Finland,Kaggle Sticker,KaggleMart,290
2016,5,5,Finland,Kaggle Sticker,KaggleRama,480
2016,5,5,Norway,Kaggle Hat,KaggleMart,1765
2016,5,5,Norway,Kaggle Hat,KaggleRama,2956
2016,5,5,Norway,Kaggle Mug,KaggleMart,733
2016,5,5,Norway,Kaggle Mug,KaggleRama,1376
2016,5,5,Norway,Kaggle Sticker,KaggleMart,464
2016,5,5,Norway,Kaggle Sticker,KaggleRama,800
2016,5,5,Sweden,Kaggle Hat,KaggleMart,1240
2016,5,5,Sweden,Kaggle Hat,KaggleRama,2251
2016,5,5,Sweden,Kaggle Mug,KaggleMart,534
2016,5,5,Sweden,Kaggle Mug,KaggleRama,1006
2016,5,5,Sweden,Kaggle Sticker,KaggleMart,320
2016,5,5,Sweden,Kaggle Sticker,KaggleRama,583
2016,6,1,Finland,Kaggle Hat,KaggleMart,2459
2016,6,1,Finland,Kaggle Hat,KaggleRama,4348
2016,6,1,Finland,Kaggle Mug,KaggleMart,1084
2016,6,1,Finland,Kaggle Mug,KaggleRama,1894
2016,6,1,Finland,Kaggle Sticker,KaggleMart,648
2016,6,1,Finland,Kaggle Sticker,KaggleRama,1150
2016,6,1,Norway,Kaggle Hat,KaggleMart,4086
2016,6,1,Norway,Kaggle Hat,KaggleRama,6868
2016,6,1,Norway,Kaggle Mug,KaggleMart,1794
2016,6,1,Norway,Kaggle Mug,KaggleRama,3046
2016,6,1,Norway,Kaggle Sticker,KaggleMart,1043
2016,6,1,Norway,Kaggle Sticker,KaggleRama,1856
2016,6,1,Sweden,Kaggle Hat,KaggleMart,3044
2016,6,1,Sweden,Kaggle Hat,KaggleRama,5153
2016,6,1,Sweden,Kaggle Mug,KaggleMart,1292
2016,6,1,Sweden,Kaggle Mug,KaggleRama,2358
2016,6,1,Sweden,Kaggle Sticker,KaggleMart,749
2016,6,1,Sweden,Kaggle Sticker,KaggleRama,1344
2016,6,2,Finland,Kaggle Hat,KaggleMart,2478
2016,6,2,Finland,Kaggle Hat,KaggleRama,4233
2016,6,2,Finland,Kaggle Mug,KaggleMart,1079
2016,6,2,Finland,Kaggle Mug,KaggleRama,1916
